player_name,team,opp_pitcher,p_hand,b_hand,sp_hr9_split,iso,clash_badge,hr_prob,hr_score,hr_rk,current_drought_games,current_drought_pa,saturation,rho_shape,wb_prob,wb_score,wb_rk,exp_tb,prob_o15,tb_score,tb_rk,prob_1h,hit_score,hit_rk,avg_combo,prob_2plus,combo_score,combo_rk,consensus_score,best_prop_target,rank
Jordan Beck,Colorado Rockies,Joey Cantillo,L,R,1.17,0.125,NEUTRAL TRAJECTORY,0.1286,26.6,74,11,33,1.03,1.02,0.1245,30.8,90,1.41,0.4114,25.0,80,0.6736,40.9,54,2.33,0.675,81.8,107,36.1,🔥 1.5+ H+R+RBI,91
Braxton Fulford,Colorado Rockies,Joey Cantillo,L,R,1.17,0.107,NEUTRAL TRAJECTORY,0.1112,25.0,89,2,2,0.06,1.02,0.1195,28.7,105,1.35,0.3921,25.0,91,0.6856,45.0,47,2.38,0.6877,83.9,101,36.1,🔥 1.5+ H+R+RBI,92
Carson Benge,New York Mets,Sean Burke,R,L,1.2,0.146,NEUTRAL TRAJECTORY,0.1255,25.5,78,0,0,0.0,1.12,0.0891,25.0,158,1.49,0.4381,25.0,69,0.667,38.7,60,3.11,0.8164,96.1,35,35.9,🔥 1.5+ H+R+RBI,93
Nick Gonzales,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,1.06,0.094,NEUTRAL TRAJECTORY,0.0734,25.0,130,53,212,2.58,1.06,0.0544,25.0,114,1.22,0.3463,25.0,117,0.6688,39.3,57,3.01,0.8021,95.4,48,35.7,🔥 1.5+ H+R+RBI,94
Tristan Peters,Chicago White Sox,Sean Manaea,L,L,0.95,0.154,NEUTRAL TRAJECTORY,0.106,25.0,99,42,114,2.12,1.06,0.0813,25.0,115,1.44,0.4209,25.0,77,0.6899,46.5,44,2.33,0.6765,82.0,106,35.3,🔥 1.5+ H+R+RBI,95
Moisés Ballesteros,Los Angeles Angels,MacKenzie Gore,L,L,0.55,0.154,NEUTRAL TRAJECTORY,0.0628,25.0,137,8,22,0.56,1.06,0.1018,25.0,141,1.33,0.3834,25.0,97,0.6655,38.2,61,2.76,0.7622,92.7,71,35.2,🔥 1.5+ H+R+RBI,96
Brandon Nimmo,Texas Rangers,Reid Detmers,L,L,1.01,0.161,NEUTRAL TRAJECTORY,0.1171,25.0,84,2,9,0.23,1.06,0.0969,25.0,148,1.28,0.3652,25.0,105,0.6616,36.9,65,2.8,0.769,93.3,65,35.1,🔥 1.5+ H+R+RBI,97
Matt McLain,Cincinnati Reds,Eduardo Rodriguez,L,R,0.95,0.158,NEUTRAL TRAJECTORY,0.1086,25.0,96,25,107,3.33,1.06,0.1356,35.7,53,1.26,0.3572,25.0,111,0.5576,25.0,138,2.55,0.7219,88.7,92,35.0,🔥 1.5+ H+R+RBI,98
Luke Keaschall,Minnesota Twins,Randy Vásquez,R,R,1.25,0.105,NEUTRAL TRAJECTORY,0.0846,25.0,123,9,39,0.58,1.06,0.0608,25.0,140,1.19,0.3347,25.0,121,0.6541,34.5,73,2.94,0.7916,94.8,54,34.9,🔥 1.5+ H+R+RBI,99
Bo Bichette,New York Mets,Sean Burke,R,R,0.79,0.122,NEUTRAL TRAJECTORY,0.0711,25.0,133,14,65,1.42,1.06,0.0927,25.0,123,1.16,0.3238,25.0,126,0.6538,34.4,74,2.96,0.7943,94.9,52,34.9,🔥 1.5+ H+R+RBI,100
Dane Myers,Cincinnati Reds,Eduardo Rodriguez,L,R,0.95,0.111,NEUTRAL TRAJECTORY,0.0776,25.0,127,21,32,0.67,1.06,0.0849,25.0,136,1.29,0.3684,25.0,104,0.6479,32.5,80,2.96,0.7954,95.0,51,34.6,🔥 1.5+ H+R+RBI,101
JJ Bleday,Cincinnati Reds,Eduardo Rodriguez,L,L,0.59,0.214,ABOVE-AVG MATCHUP,0.0965,25.0,107,0,0,0.0,1.12,0.1471,41.1,44,1.45,0.4255,25.0,74,0.6149,25.0,99,2.17,0.639,74.4,115,34.5,⚾ High-Floor Value,102
Ezequiel Duran,Texas Rangers,Reid Detmers,L,R,1.1,0.169,NEUTRAL TRAJECTORY,0.1327,28.1,71,2,5,0.14,1.06,0.1066,25.0,153,1.39,0.4059,25.0,84,0.6279,26.7,92,2.77,0.7639,92.9,70,34.3,🔥 1.5+ H+R+RBI,103
Michael Busch,Chicago Cubs,Emerson Hancock,R,L,1.26,0.144,NEUTRAL TRAJECTORY,0.1175,25.0,83,22,93,2.47,1.12,0.125,31.0,79,1.13,0.312,25.0,129,0.5797,25.0,125,2.62,0.7359,90.3,87,34.2,🔥 1.5+ H+R+RBI,104
Vaughn Grissom,Los Angeles Angels,MacKenzie Gore,L,R,1.35,0.128,ABOVE-AVG MATCHUP,0.1297,27.0,73,12,43,0.91,1.06,0.0881,25.0,131,1.36,0.395,25.0,88,0.6265,26.3,94,2.84,0.7754,93.7,62,34.0,🔥 1.5+ H+R+RBI,105
Daulton Varsho,Houston Astros,J.T. Ginn,R,L,1.14,0.132,NEUTRAL TRAJECTORY,0.1088,25.0,94,12,44,0.83,1.06,0.0782,25.0,133,1.25,0.3569,25.0,112,0.6365,29.1,85,2.8,0.7696,93.3,64,33.9,🔥 1.5+ H+R+RBI,106
Jose Altuve,Houston Astros,J.T. Ginn,R,R,0.8,0.15,NEUTRAL TRAJECTORY,0.0878,25.0,119,4,18,0.54,1.06,0.1193,28.6,106,1.1,0.3005,25.0,131,0.561,25.0,134,2.74,0.7593,92.5,74,33.9,🔥 1.5+ H+R+RBI,107
Javier Báez,Detroit Tigers,Noah Cameron,L,R,0.87,0.095,NEUTRAL TRAJECTORY,0.0547,25.0,144,9,34,1.06,1.02,0.1246,30.8,89,1.26,0.3587,25.0,108,0.6584,35.8,68,2.17,0.638,74.2,116,33.9,⚾ High-Floor Value,108
Cam Smith,Houston Astros,J.T. Ginn,R,R,0.8,0.176,NEUTRAL TRAJECTORY,0.1022,25.0,100,5,21,0.78,1.12,0.1517,43.4,40,1.17,0.3272,25.0,123,0.5241,25.0,152,2.03,0.601,64.8,127,33.8,⚾ High-Floor Value,109
Royce Lewis,Minnesota Twins,Randy Vásquez,R,R,1.25,0.179,NEUTRAL TRAJECTORY,0.1399,30.8,64,1,3,0.1,1.06,0.1248,30.9,88,1.41,0.4104,25.0,82,0.5902,25.0,121,2.16,0.6346,73.4,119,33.7,⚾ High-Floor Value,110
Spencer Horwitz,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.83,0.15,NEUTRAL TRAJECTORY,0.0909,25.0,117,13,45,1.29,1.06,0.1194,28.7,104,1.03,0.2771,25.0,143,0.5535,25.0,142,2.66,0.7442,91.1,83,33.7,🔥 1.5+ H+R+RBI,111
Brendan Donovan,Seattle Mariners,Matthew Boyd,L,L,0.4,0.136,NEUTRAL TRAJECTORY,0.0368,25.0,153,0,0,0.0,1.02,0.1175,27.9,109,0.89,0.2221,25.0,153,0.6136,25.0,102,2.72,0.7553,92.2,77,33.7,🔥 1.5+ H+R+RBI,112
Jake Burger,Texas Rangers,Reid Detmers,L,R,1.1,0.183,ABOVE-AVG MATCHUP,0.1494,34.5,51,0,0,0.0,1.12,0.1325,34.3,61,1.43,0.4188,25.0,78,0.5691,25.0,131,1.93,0.5737,57.1,140,33.6,⚾ High-Floor Value,113
Pedro Ramírez,Chicago Cubs,Emerson Hancock,R,S,1.26,0.131,NEUTRAL TRAJECTORY,0.1075,25.0,97,11,26,0.81,1.02,0.124,30.6,94,1.22,0.3438,25.0,119,0.6577,35.6,69,2.13,0.6278,71.8,122,33.5,⚾ High-Floor Value,114
Francisco Alvarez,New York Mets,Sean Burke,R,R,0.79,0.173,NEUTRAL TRAJECTORY,0.0993,25.0,105,0,0,0.0,1.06,0.1349,35.4,57,1.31,0.3778,25.0,100,0.598,25.0,117,2.2,0.6462,76.0,113,33.4,🔥 1.5+ H+R+RBI,115
Raynel Delgado,Houston Astros,J.T. Ginn,R,L,1.14,0.114,NEUTRAL TRAJECTORY,0.0947,25.0,109,12,23,0.72,1.02,0.1238,30.5,97,1.24,0.3521,25.0,115,0.6571,35.4,70,2.12,0.6262,71.4,123,33.4,⚾ High-Floor Value,116
Teoscar Hernández,Los Angeles Dodgers,Bubba Chandler,R,R,0.32,0.151,NEUTRAL TRAJECTORY,0.0363,25.0,154,7,25,0.77,1.06,0.1239,30.5,95,1.01,0.2671,25.0,144,0.6164,25.0,97,2.4,0.6919,84.6,100,33.4,🔥 1.5+ H+R+RBI,117
Bryan Reynolds,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.83,0.166,NEUTRAL TRAJECTORY,0.1001,25.0,103,4,19,0.51,1.12,0.1063,25.0,143,1.09,0.2967,25.0,135,0.5782,25.0,126,2.86,0.779,94.0,59,33.3,🔥 1.5+ H+R+RBI,118
Jake Cronenworth,San Diego Padres,Connor Prielipp,L,L,1.16,0.073,NEUTRAL TRAJECTORY,0.0555,25.0,142,11,42,1.31,1.02,0.1251,31.0,82,1.15,0.3188,25.0,128,0.688,45.8,45,1.9,0.5656,54.7,144,33.2,⚾ High-Floor Value,119
A.J. Ewing,New York Mets,Sean Burke,R,L,1.2,0.123,NEUTRAL TRAJECTORY,0.1069,25.0,98,2,9,0.18,1.06,0.0746,25.0,150,1.32,0.3804,25.0,98,0.6151,25.0,98,2.75,0.7594,92.5,73,33.1,🔥 1.5+ H+R+RBI,120
Vinnie Pasquantino,Kansas City Royals,Troy Melton,R,L,1.33,0.123,ABOVE-AVG MATCHUP,0.1103,25.0,90,18,77,1.53,1.06,0.0848,25.0,118,1.39,0.4031,25.0,85,0.5848,25.0,124,2.71,0.7529,91.9,79,33.0,🔥 1.5+ H+R+RBI,121
Alex Bregman,Chicago Cubs,Emerson Hancock,R,R,0.97,0.149,NEUTRAL TRAJECTORY,0.0948,25.0,108,2,10,0.28,1.12,0.1045,25.0,147,1.16,0.3231,25.0,127,0.6005,25.0,114,2.7,0.7506,91.7,80,33.0,🔥 1.5+ H+R+RBI,122
Donovan Walton,Athletics,Hayden Wesneski,R,L,1.54,0.109,ABOVE-AVG MATCHUP,0.1262,25.8,76,17,55,1.72,1.02,0.1257,31.3,77,1.23,0.3465,25.0,116,0.6414,30.6,83,2.1,0.6205,70.0,125,32.9,⚾ High-Floor Value,123
Josh Naylor,Seattle Mariners,Matthew Boyd,L,L,0.4,0.103,POWER SUPPRESSED,0.0238,25.0,158,15,66,1.29,1.06,0.083,25.0,125,0.8,0.1923,25.0,159,0.6068,25.0,109,2.64,0.7412,90.8,85,32.9,🔥 1.5+ H+R+RBI,124
Yainer Diaz,Houston Astros,J.T. Ginn,R,R,0.8,0.14,NEUTRAL TRAJECTORY,0.0822,25.0,126,11,49,1.58,1.06,0.1345,35.2,58,1.1,0.2995,25.0,134,0.5741,25.0,128,2.12,0.6256,71.2,124,32.8,⚾ High-Floor Value,125
Luisangel Acuña,Chicago White Sox,Sean Manaea,L,R,1.49,0.05,ABOVE-AVG MATCHUP,0.0581,25.0,140,53,135,4.22,1.02,0.1278,32.2,68,1.16,0.3245,25.0,124,0.6874,45.6,46,1.82,0.544,48.2,150,32.7,⚾ High-Floor Value,126
Hunter Feduccia,Los Angeles Dodgers,Bubba Chandler,R,L,1.12,0.106,NEUTRAL TRAJECTORY,0.0869,25.0,120,27,62,1.94,1.02,0.126,31.4,75,1.25,0.3542,25.0,114,0.6101,25.0,105,2.21,0.6483,76.5,112,32.6,🔥 1.5+ H+R+RBI,127
Jake Mangum,Pittsburgh Pirates,Yoshinobu Yamamoto,R,S,0.83,0.089,POWER SUPPRESSED,0.0469,25.0,147,39,109,3.41,1.02,0.1273,32.0,70,0.99,0.2592,25.0,146,0.6268,26.4,93,2.16,0.6364,73.8,118,32.6,⚾ High-Floor Value,128
Luis Rengifo,San Diego Padres,Connor Prielipp,L,S,1.27,0.05,NEUTRAL TRAJECTORY,0.0419,25.0,150,61,223,6.97,1.02,0.1289,32.7,63,0.82,0.1998,25.0,157,0.5287,25.0,150,2.17,0.6369,73.9,117,32.6,⚾ High-Floor Value,129
Josh Lowe,Los Angeles Angels,MacKenzie Gore,L,L,0.55,0.153,NEUTRAL TRAJECTORY,0.0624,25.0,138,1,4,0.16,1.06,0.1435,39.4,47,1.26,0.3602,25.0,107,0.6357,28.9,87,1.91,0.5693,55.8,142,32.5,⚾ High-Floor Value,130
Salvador Perez,Kansas City Royals,Troy Melton,R,R,0.25,0.149,NEUTRAL TRAJECTORY,0.025,25.0,156,1,4,0.13,1.12,0.1117,25.6,113,0.82,0.1993,25.0,158,0.5034,25.0,155,2.43,0.699,85.7,97,32.4,🔥 1.5+ H+R+RBI,131
Luis Robert Jr.,New York Mets,Sean Burke,R,R,0.79,0.147,NEUTRAL TRAJECTORY,0.0851,25.0,122,1,5,0.19,1.06,0.1426,39.0,48,1.08,0.2953,25.0,136,0.558,25.0,136,1.95,0.5803,59.0,136,32.2,⚾ High-Floor Value,132
Denzer Guzman,Los Angeles Angels,MacKenzie Gore,L,R,1.35,0.132,ABOVE-AVG MATCHUP,0.1335,28.4,67,9,38,1.17,1.06,0.1266,31.7,72,1.33,0.3836,25.0,96,0.6068,25.0,108,2.01,0.597,63.7,130,32.1,⚾ High-Floor Value,133
Cal Raleigh,Seattle Mariners,Matthew Boyd,L,S,1.77,0.14,ABOVE-AVG MATCHUP,0.1641,40.7,40,10,43,1.42,1.06,0.137,36.4,51,1.05,0.2837,25.0,140,0.4809,25.0,159,1.43,0.417,25.0,158,31.9,⚾ High-Floor Value,134
Kyle Tucker,Los Angeles Dodgers,Bubba Chandler,R,L,1.12,0.136,NEUTRAL TRAJECTORY,0.1101,25.0,91,6,25,0.56,1.06,0.0898,25.0,142,1.35,0.3906,25.0,92,0.6069,25.0,107,2.3,0.6702,80.9,108,31.7,🔥 1.5+ H+R+RBI,135
Nick Allen,Houston Astros,J.T. Ginn,R,R,0.8,0.084,POWER SUPPRESSED,0.0428,25.0,148,24,37,1.16,1.02,0.1248,30.9,85,0.96,0.2494,25.0,148,0.6018,25.0,111,2.1,0.62,69.8,126,31.7,⚾ High-Floor Value,136
Jose Trevino,Cincinnati Reds,Eduardo Rodriguez,L,R,0.95,0.147,NEUTRAL TRAJECTORY,0.1014,25.0,101,18,55,1.72,1.02,0.1257,31.3,78,1.37,0.3993,25.0,86,0.6317,27.8,89,2.02,0.6005,64.7,129,31.6,⚾ High-Floor Value,137
Jacob Gonzalez,Pittsburgh Pirates,Yoshinobu Yamamoto,R,L,0.83,0.116,POWER SUPPRESSED,0.0607,25.0,139,5,17,0.58,1.06,0.135,35.4,55,0.92,0.234,25.0,151,0.5363,25.0,148,1.9,0.567,55.1,143,30.9,⚾ High-Floor Value,138
Marcus Semien,New York Mets,Sean Burke,R,R,0.79,0.142,NEUTRAL TRAJECTORY,0.0823,25.0,125,7,28,0.93,1.06,0.1349,35.4,54,1.05,0.2832,25.0,141,0.5026,25.0,156,1.87,0.5575,52.2,146,30.6,⚾ High-Floor Value,139
Brenton Doyle,Chicago White Sox,Sean Manaea,L,R,1.49,0.121,ABOVE-AVG MATCHUP,0.1349,28.9,66,12,39,1.22,1.02,0.1249,31.0,83,1.44,0.4224,25.0,76,0.6466,32.1,81,1.73,0.5155,39.8,153,30.3,⚾ High-Floor Value,140
Patrick Bailey,Cleveland Guardians,Tanner Gordon,R,S,2.52,0.05,ABOVE-AVG MATCHUP,0.1171,25.0,85,18,60,1.34,1.06,0.0942,25.0,124,1.26,0.3573,25.0,110,0.6679,39.0,59,1.79,0.5356,45.7,151,29.7,⚾ High-Floor Value,141
Carson Kelly,Chicago Cubs,Emerson Hancock,R,R,0.97,0.112,NEUTRAL TRAJECTORY,0.0721,25.0,132,14,50,1.05,1.06,0.0877,25.0,129,1.07,0.2895,25.0,137,0.6255,26.1,95,1.98,0.5894,61.6,132,29.6,⚾ High-Floor Value,142
Nick Loftin,Kansas City Royals,Troy Melton,R,R,0.25,0.143,NEUTRAL TRAJECTORY,0.024,25.0,157,29,92,1.44,1.06,0.0671,25.0,122,0.84,0.2042,25.0,155,0.522,25.0,153,1.99,0.591,62.1,131,29.5,⚾ High-Floor Value,143
Nico Hoerner,Chicago Cubs,Emerson Hancock,R,R,0.97,0.098,NEUTRAL TRAJECTORY,0.0634,25.0,136,11,48,0.61,1.06,0.0525,25.0,139,1.04,0.2789,25.0,142,0.6311,27.6,90,1.94,0.5784,58.4,138,29.4,⚾ High-Floor Value,144
Cody Freeman,Texas Rangers,Reid Detmers,L,R,1.1,0.05,NEUTRAL TRAJECTORY,0.0412,25.0,151,12,32,1.0,1.02,0.1245,30.8,91,0.83,0.2026,25.0,156,0.6015,25.0,113,1.85,0.553,50.9,147,29.4,⚾ High-Floor Value,145
Oswald Peraza,Los Angeles Angels,MacKenzie Gore,L,R,1.35,0.124,ABOVE-AVG MATCHUP,0.1259,25.7,77,2,8,0.17,1.06,0.0828,25.0,151,1.27,0.3632,25.0,106,0.5941,25.0,119,1.95,0.5809,59.2,135,29.3,⚾ High-Floor Value,146
Xander Bogaerts,San Diego Padres,Connor Prielipp,L,R,1.27,0.109,NEUTRAL TRAJECTORY,0.089,25.0,118,10,42,0.96,1.06,0.0947,25.0,130,1.07,0.2889,25.0,138,0.554,25.0,141,1.95,0.5813,59.3,134,29.1,⚾ High-Floor Value,147
Austin Hays,San Diego Padres,Connor Prielipp,L,R,1.27,0.093,NEUTRAL TRAJECTORY,0.0765,25.0,128,3,10,0.31,1.02,0.1221,29.8,100,1.06,0.2854,25.0,139,0.5747,25.0,127,1.85,0.5514,50.4,148,29.1,⚾ High-Floor Value,148
Cole Young,Seattle Mariners,Matthew Boyd,L,L,0.4,0.141,NEUTRAL TRAJECTORY,0.0381,25.0,152,1,3,0.09,1.12,0.0986,25.0,157,0.85,0.2111,25.0,154,0.5694,25.0,130,1.95,0.5797,58.8,137,29.1,⚾ High-Floor Value,149
Isaac Collins,Kansas City Royals,Troy Melton,R,S,1.33,0.121,ABOVE-AVG MATCHUP,0.1086,25.0,95,3,7,0.1,1.06,0.0532,25.0,154,1.31,0.378,25.0,99,0.5586,25.0,135,1.94,0.5775,58.2,139,29.0,⚾ High-Floor Value,150
Jared Triolo,Pittsburgh Pirates,Yoshinobu Yamamoto,R,R,1.06,0.07,NEUTRAL TRAJECTORY,0.0552,25.0,143,51,168,5.25,1.02,0.1283,32.4,65,0.93,0.2399,25.0,150,0.5543,25.0,140,1.79,0.5329,44.9,152,29.0,⚾ High-Floor Value,151
Kyle Isbel,Kansas City Royals,Troy Melton,R,L,1.33,0.103,ABOVE-AVG MATCHUP,0.0932,25.0,114,2,7,0.22,1.02,0.1214,29.5,102,1.25,0.3565,25.0,113,0.5617,25.0,133,1.83,0.5454,48.6,149,28.8,⚾ High-Floor Value,152
Brett Baty,New York Mets,Sean Burke,R,L,1.2,0.115,NEUTRAL TRAJECTORY,0.1003,25.0,102,21,72,1.47,1.06,0.0871,25.0,121,1.16,0.3243,25.0,125,0.5579,25.0,137,1.87,0.5577,52.3,145,28.3,⚾ High-Floor Value,153
Freddy Fermin,San Diego Padres,Connor Prielipp,L,R,1.27,0.115,NEUTRAL TRAJECTORY,0.0937,25.0,113,45,119,3.72,1.02,0.1275,32.1,69,1.0,0.2651,25.0,145,0.5093,25.0,154,1.73,0.5146,39.5,154,28.3,⚾ High-Floor Value,154
Travis d'Arnaud,Los Angeles Angels,MacKenzie Gore,L,R,1.35,0.083,ABOVE-AVG MATCHUP,0.0861,25.0,121,13,38,1.19,1.02,0.1249,31.0,84,0.98,0.2566,25.0,147,0.5246,25.0,151,1.71,0.5085,37.8,155,27.9,⚾ High-Floor Value,155
Elias Díaz,Texas Rangers,Reid Detmers,L,R,1.1,0.118,NEUTRAL TRAJECTORY,0.0946,25.0,111,3,8,0.24,1.06,0.1147,26.8,111,1.11,0.305,25.0,130,0.5551,25.0,139,1.69,0.5042,36.6,156,26.8,⚾ High-Floor Value,156
Jake Rogers,Chicago White Sox,Sean Manaea,L,R,1.49,0.05,ABOVE-AVG MATCHUP,0.0581,25.0,141,18,59,1.84,1.02,0.1258,31.3,76,0.5,0.0902,25.0,162,0.3877,25.0,161,1.03,0.2753,25.0,162,26.4,⚾ High-Floor Value,157
Michael Toglia,Cincinnati Reds,Eduardo Rodriguez,L,S,0.95,0.077,NEUTRAL TRAJECTORY,0.0545,25.0,145,9,28,0.88,1.02,0.1242,30.7,93,0.67,0.1465,25.0,161,0.3743,25.0,162,1.09,0.2973,25.0,161,26.3,⚾ High-Floor Value,158
Evan Carter,Texas Rangers,Reid Detmers,L,L,1.01,0.125,NEUTRAL TRAJECTORY,0.0921,25.0,116,12,40,0.88,1.06,0.0907,25.0,132,0.95,0.2459,25.0,149,0.4817,25.0,158,1.64,0.4873,32.0,157,25.8,⚾ High-Floor Value,159
Ke'Bryan Hayes,Cincinnati Reds,Eduardo Rodriguez,L,R,0.95,0.103,NEUTRAL TRAJECTORY,0.0722,25.0,131,21,60,1.53,1.06,0.1077,25.0,119,0.89,0.2253,25.0,152,0.4619,25.0,160,1.37,0.3995,25.0,159,25.0,⚾ High-Floor Value,160
Taylor Ward,Seattle Mariners,Matthew Boyd,L,R,1.77,0.053,ABOVE-AVG MATCHUP,0.0656,25.0,134,21,98,1.26,1.06,0.055,25.0,126,0.75,0.1736,25.0,160,0.4852,25.0,157,1.17,0.3257,25.0,160,25.0,⚾ High-Floor Value,161
